"q_id","game_id","answer","image_url"
"677","3","Ледниковый период","Доисторические животные объединяются, чтобы спасти человеческого детеныша. Смешно, душевно и очень красиво"
"640","3","Красавица и чудовище","Спасая отца, Белль оказалась в темном замке. Первый мультфильм, получивший «Золотой глобус» как «Лучший фильм»"
"213","3","Запах женщины","Слепой полковник едет кутить в Нью-Йорк под присмотром бедного студента. Заслуженный «Оскар» Аль Пачино"
"2","3","Дэдпул","Бывший наемник становится сверхчеловеком поневоле. Безбашенный блокбастер о самом дерзком супергерое Marvel"
"804","3","Первый мститель","Щуплому солдату вводят сыворотку, которая дает ему сверхспособности. Начало непростого пути Капитана Америка"
"419","3","Добро пожаловать в Zомбилэнд","Только зомби-апокалипсис может заставить социофоба найти друзей. Комедия с уморительным камео Билла Мюррея"
"300","3","Джанго освобожденный","Метко шутя и стреляя, охотники за головами уничтожают негодяев. Квентин Тарантино пробует силы в вестерне"
"625","3","Миньоны","Самые милые помощники суперзлодеев охотятся за короной Елизаветы II. Предыстория желтых существ из «Гадкого я»"
"664","3","Звездные войны: Эпизод 2 – Атака клонов","Роман Энакина и Падме в преддверии битвы андроидов, клонов и джедаев. Самая романтичная часть космической саги"
"704","3","Пираты Карибского моря: На краю света","Пираты сражаются против короля Англии и морского чудовища. Фантастические приключения с Джонни Деппом"
"686","3","Марсианин","Инженер-биолог пытается выжить на Марсе, ожидая помощи с Земли. Научно-фантастический блокбастер Ридли Скотта"
"723","3","Книга Илая","Странник спасает Библию в постапокалиптическом мире. Боевик-притча с Дензелом Вашингтоном и Гари Олдманом"
"24","3","Далласский клуб покупателей","Циник-гомофоб начинает борьбу со СПИДом. Драма по реальным событиям с выдающейся игрой Мэттью МакКонахи"
"65","3","Корпорация монстров","В мире монстров есть такая работа — пугать человеческих детей. Смешной мультфильм Pixar про жизнь страшилищ"
"210","3","Зеленая книга","Путешествие итальянца-вышибалы и чернокожего пианиста по Америке 1960-х. «Оскар» за лучший фильм"
"606","3","Грязь","Теряющий рассудок детектив пытается получить повышение. Криминальный бэд-трип по мотивам романа Ирвина Уэлша"
"881","3","Пианист","Ужасы Холокоста глазами музыканта. Выдающаяся роль Эдриана Броуди и «Золотая пальмовая ветвь» в Каннах"
"414","3","Kingsman: Золотое кольцо","Британские супершпионы знакомятся с коллегами из США. Продолжение безбашенного комедийного боевика"
"1","3","Зверополис","Отважная крольчиха делает карьеру в полиции звериного города. Оскароносная комедия с серьезным подтекстом"
"796","3","Ходячий замок","Злая колдунья превращает юную Софи в старушку. Волшебная сказка о силе любви по мотивам книги Дианы Уинн Джонс"
"127","3","Прибытие","Талантливая лингвистка изучает язык пришельцев, чтобы спасти Землю. Созерцательная фантастика Дени Вильнёва"
"9","3","Звездные войны: Пробуждение силы","Новым героям предстоит бросить вызов темной стороне Силы. Первые «Звездные войны» без участия Джорджа Лукаса"
"2599","1","Знахарь","https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/2a57fb26-d459-47db-985a-5ce3ecc55c0c/orig"
"311","3","Шоу Трумана","Благополучный страховой агент обнаруживает, что он — герой реалити-шоу. Джим Керри в пророческой антиутопии"
"522","3","Моана","Дочь вождя и упрямый полубог спасают природу от гибели. Странствие по океану с песнями и испытаниями"
"282","3","Зависнуть в Палм-Спрингс","Бездельник и сестра невесты застревают в праздничном Дне сурка. Ромком с Энди Сэмбергом, покоривший критиков"
"685","3","Люди Икс: Дни минувшего будущего","Мутанты встречаются вновь, чтобы изменить ход времени. Возрождение франшизы в атмосфере рок-н-ролльных 1970-х"
"236","3","Джон Уик 2","Киллер-меланхолик отправляется в Рим, чтобы убить сестру мафиози. Масштабный сиквел боевика с Киану Ривзом"
"74","3","Аладдин","Воришка спасает принцессу из лап коварного колдуна. Невероятные приключения, ставшие классикой анимации"
"558","3","Мумия","Египетская сила против расхитителей гробниц. Почти «Индиана Джонс», только страшнее, смешнее и безумнее"
"201","3","Душа","Джазмен хочет сбежать с того света на концерт. Фантазия о призвании и важных мелочах жизни от автора «Вверх»"
"269","3","Механик","Сможет ли ученик киллера превзойти наставника? Экшен с Джейсоном Стэйтемом и трюками на грани фантастики"
"588","3","Форрест Гамп","Полувековая история США глазами чудака из Алабамы. Абсолютная классика Роберта Земекиса с Томом Хэнксом"
"392","3","Достучаться до небес","Смертельно больные Мартин и Руди едут к морю на угнанной машине. Роль, сделавшая Тиля Швайгера суперзвездой"
"204","3","Игры разума","Гениальный математик в плену галлюцинаций. Биографическая драма с Расселом Кроу, получившая 4 «Оскара»"
"199","3","Крепкий орешек","Полицейский в одиночку освобождает захваченный террористами небоскреб. Эталонный боевик с Брюсом Уиллисом"
"12","3","Обливион","Двое несут вахту на опустошенной Земле после войны с инопланетянами. Том Круз в фантастике об упрямой памяти"
"586","3","Стражи Галактики. Часть 2","Звездный Лорд узнает, кто его настоящий отец. Спасение Вселенной, органичный юмор и многочисленные пасхалки"
"7","3","Сверхъестественное","Братья Винчестеры стараются не выпустить демонов. Фантастический сериал, вдохновленный «Сумеречной зоной»"
"712","3","Город героев","Мальчишка-изобретатель и милейший робот борются с загадочным злодеем. «Оскар» за лучший анимационный фильм"
"102","3","Мстители","Команда супергероев дает отпор скандинавскому богу Локи. Начало фантастической саги в киновселенной Marvel"
"401","3","Достать ножи","Частный детектив ведет запутанное дело о смерти известного писателя. Криминальная комедия с Дэниэлом Крэйгом"
"717","3","Жизнь Пи","Индийский юноша оказался посреди океана в шлюпке с тигром. Живописная экранизация, четыре премии «Оскар»"
"307","3","Тайна Коко","Юный музыкант Мигель попадает в мир мертвых. Трогательная история о любви без границ, получившая два «Оскара»"
"508","3","Беспринципные","Смешные истории из жизни очень богатых москвичей. Продолжение комедии по мотивам рассказов Александра Цыпкина"
"92","3","Тачки","Гонщик-звезда застревает в глухом городке — и это переворачивает его жизнь. Хит Pixar о говорящих тачках"
"792","3","Война миров Z","Следователь ООН спасает семью в разгар зомби-пандемии. Масштабный экшен с Брэдом Питтом и треками Muse"
"590","3","Первому игроку приготовиться","Подросток охотится за пасхалками в виртуальной игре, захватившей мир. Фантастический экшен Стивена Спилберга"
"114","3","Хранители","Супергерои распутывают заговор, пока тикают часы Судного дня. Блестящая адаптация знакового комикса Алана Мура"
"903","3","Бэтмен: Начало","Миллиардер объявляет войну несправедливости. История супергероя без сверхспособностей глазами Кристофера Нолана"
"420","3","Человек-паук: Вдали от дома","Самый юный из Мстителей едет на каникулы в Европу и знакомится с Мистерио. Остроумный комикс о силе иллюзий"
"439","3","Иван Васильевич меняет профессию","Иван Грозный отвечает на телефон, пока его тезка-пенсионер сидит на троне. Советский хит о липовом государе"
"23","5","Доктор Ноу","Кто был первым злодеем в бондиане?"
"227","3","Сплит","Маньяк-психопат с 23 личностями держит заложниц и борется сам с собой. Триллер с Джеймсом МакЭвоем"
"487","3","Стражи Галактики","Питер Квилл и горстка неземных лузеров спасают артефакт. Крис Пратт в фильме Джеймса Ганна по комиксу Marvel"
"587","3","Огонь","Отряд пожарных спасает леса Карелии от пожара. Иван Янковский и Константин Хабенский в фильме-катастрофе"
"43","3","Чужой","Группа космонавтов высаживается на неизвестной планете и знакомится с ксеноморфом. Шедевр Ридли Скотта"
"35","3","Люси","Наивная студентка превращается в сверхчеловека. Экшен со Скарлетт Йоханссон о возможностях человеческого мозга"
"296","3","Поймай меня, если сможешь","Виртуозный аферист годами водит за нос ФБР. Хит Стивена Спилберга по реальным событиям с Леонардо ДиКаприо"
"885","3","Однажды в… Голливуде","Можно ли переписать историю? Самый ностальгический фильм Тарантино — с Шэрон Тейт, Брюсом Ли и Чарли Мэнсоном"
"214","3","Гладиатор","Отважный генерал, ставший рабом, мстит империи. Культовая историческая драма Ридли Скотта с пятью «Оскарами»"
"104","3","Остров проклятых","Пристав оказывается заложником клиники для умалишенных. Сложносочиненный детектив с Леонардо ДиКаприо"
"400","3","Как приручить дракона","Сын вождя заводит дружбу с врагом племени, драконом. История о том, что ум и сочувствие куда важнее силы"
"700","3","По соображениям совести","Сознательный уклонист проходит через все тяготы фронта. Драма Мэла Гибсона о военном медике Десмонде Доссе"
"396","3","Пираты Карибского моря: Проклятие Черной жемчужины","Пират нападает на армию мертвецов, чтобы вернуть свой корабль. Начало приключений Джека Воробья"
"523","3","Голяк","Похождения Винни и его подельников в британской глубинке. Остроумная криминальная комедия с Джозефом Гилганом"
"787","3","Остаться в живых","Выжившие в авиакатастрофе попадают на загадочный остров в Тихом океане. Главная приключенческая драма 2000-х"
"598","3","Малефисента","Сказка о Спящей красавице глазами оскорбленной феи. Эффектная роль Анджелины Джоли и камео ее младшей дочери"
"143","3","Мажор","Расследуя серию убийств, Мажор сам оказывается под подозрением. Продолжение экшен-сериала с Павлом Прилучным"
"594","3","Три билборда на границе Эббинга, Миссури","Потеряв дочь, героиня пытается достучаться до шерифа с помощью наружной рекламы. «Оскар» за женскую роль"
"26","3","Бегущий в лабиринте","Подростки пытаются выбраться из изолированного «приюта». Начало молодежной саги по бестселлеру Джеймса Дэшнера"
"55","3","Т-34","Лейтенант готовит побег из концлагеря на танке. Брутальный патриотический блокбастер с Александром Петровым"
"611","3","Пираты Карибского моря: Сундук мертвеца","Джек Воробей и друзья выступают против морских гадов с «Летучего голландца». Вторая часть пиратской киносаги"
"623","3","Третий лишний","Великовозрастный оболтус дружит с говорящим плюшевым медведем. Крепкая комедия с шутками выше и ниже пояса"
"889","3","Человек дождя","Младший брат увозит старшего из психиатрической клиники, надеясь отобрать у него наследство. Четыре «Оскара»"
"386","3","Волк с Уолл-стрит","Восхождение циника-гедониста на бизнес-олимп 1980-х. Блистательный тандем Леонардо ДиКаприо и Мартина Скорсезе"
"922","3","Как приручить дракона 2","Острову Иккинга и Беззубика угрожает племя поработителей. Сиквел мультфильма о дружбе викингов и драконов"
"218","3","Время","Время становится единственной валютой в обществе. Фантастика от режиссера «Гаттаки» с Джастином Тимберлейком"
"662","3","Назад в будущее 2","Док и Марти решили исправить будущее, но сперва сломали все окончательно. Таким виделся 2015 год из 1989-го"
"357","3","Москва слезам не верит","Три девушки переезжают в Москву в поисках любви, дружбы и успеха. Советский хит, отмеченный «Оскаром»"
"126","3","Железный человек","Попав в плен, Тони Старк изобретает суперкостюм и спасает мир. Блокбастер, запустивший киновселенную Marvel"
"205","3","Список Шиндлера","История немецкого промышленника, спасшего тысячи жизней во время Холокоста. Драма Стивена Спилберга"
"389","3","Тор: Рагнарёк","Сын Одина возвращает свой молот, чтобы остановить гибель мира. Третий фильм о богах Асгарда от Тайки Вайтити"
"790","3","Бесславные ублюдки","Американский спецотряд жестоко расправляется с нацистами. Пародия на военные фильмы от Квентина Тарантино"
"335","3","Звездные войны: Эпизод 3 – Месть ситхов","Галактику терзает война клонов, Энакина — выбор между долгом и любовью. Лучший приквел о рождении легенды"
"882","3","Исходный код","Солдат должен вычислить террориста за 8 минут. Джейк Джилленхол в сай-фай-триллере с механикой «Дня сурка»"
"896","3","Тор 2: Царство тьмы","Бог грома и его хитрый брат объединяются ради спасения вселенной. Приключения героев после событий «Мстителей»"
"616","3","Спасти рядового Райана","Отряд ищет солдата, чьи братья были убиты в бою. Драма Стивена Спилберга, вдохновленная реальной историей"
"788","3","Семь жизней","Совершить семь добрых поступков, чтобы исправить страшную ошибку. Уилл Смит — в мощной, пронзительной истории"
"500","3","Люди Икс: Первый класс","Молодые мутанты Чарльз и Эрик борются за мир в разгар холодной войны. Приквел о начале великого противостояния"
"800","3","Невероятная жизнь Уолтера Митти","Застенчивый клерк отправляется в головокружительное путешествие. Ремейк духоподъемного кинохита 1940-х"
"963","3","Убить Билла","Наемная убийца жестоко мстит бывшим подельникам. Жестокий боевик Квентина Тарантино — с анимацией и отсылками"
"120","3","Лучшее предложение","Известного аукциониста нанимают для продажи наследства. Джеффри Раш в хитроумном искусствоведческом триллере"
"17","3","Кухня","Молодой повар-провинциал попадает в адский котел модного ресторана. Один из лучших российских ситкомов"
"329","3","Послезавтра","Из-за таяния ледников на Земле начинается хаос. Грандиозный фильм-катастрофа о глобальном потеплении"
"298","3","Игра на понижение","Сообразительные неудачники решают заработать на финансовом кризисе. Язвительная комедия по реальным событиям"
"100","3","Бесстыжие","Жизнь непутевого папаши и его шестерых детей. Микс суровой реальности и абсурда в драмеди о неидеальной семье"
"582","3","Игра","Жизнь банкира превращается в ад, но, возможно, это кем-то спланировано. Хищный и едкий триллер Дэвида Финчера"
"313","3","Алита: Боевой ангел","Девушка-киборг пытается раскрыть тайну своего происхождения. Боевик от Джеймса Кэмерона и Роберта Родригеса"
"277","3","Брат 2","Американцы знакомятся с Данилой Багровым и узнают, в чем сила. Сиквел о герое времени с мощным рок-саундтреком"
"252","3","Пятый элемент","Последняя надежда человечества — безалаберный нью-йоркский таксист. Самый обаятельный фильм Люка Бессона"
"622","3","Я худею","Кондитер Аня пытается похудеть и вернуть парня, а находит новую жизнь. Народная комедия о гармонии с собой"
"801","3","ВАЛЛ·И","Люди покинули Землю и оставили робота собирать за ними мусор. Экологический шедевр Pixar"
"103","3","Темный рыцарь","У Бэтмена появляется новый враг — философ-террорист Джокер. Кинокомикс, который вывел жанр на новый уровень"
"338","3","Апгрейд","Умный имплант ставит парализованного Грея на ноги. Изобретательный сай-фай для фанатов «Робокопа» и «Венома»"
"23","3","Назад в будущее","Безумный ученый и 17-летний оболтус тестируют машину времени и наводят шороху в 1950-х. Классика кинофантастики"
"30","3","Эквилибриум","Агент идет против системы, которая подавляет эмоции. Стильная антиутопия с Кристианом Бэйлом"
"819","3","Король Лев","Счастливую жизнь в мире животных разрушает братская зависть. Фотореалистичный ремейк знаменитого хита Disney"
"141","3","Хатико: Самый верный друг","Преданный пес каждый день встречает хозяина на вокзале, что бы ни случилось. История, которая потрясла мир"
"599","3","Ford против Ferrari","Автоконструктор и строптивый гонщик против непобедимых конкурентов. Биографическая драма о любви к скорости"
"878","3","Счастливое число Слевина","Слевин случайно попадает в эпицентр войны между двумя бандами. Триллер с черным юмором от режиссера «Шерлока»"
"883","3","Голодные игры","Китнисс участвует в играх на выживание, чтобы спасти сестру. Фантастическая антиутопия с Дженнифер Лоуренс"
"901","3","Терминал","Турист с недействительным паспортом обживается в аэропорту Нью-Йорка. Трагикомедия о человеке против системы"
"219","3","Логан","Теряющий неуязвимость Росомаха спасает девочку-мутанта. Жесткий и печальный роуд-муви о старении супергероев"
"226","3","Иллюзионист","Жизнь великого фокусника меняется из-за любви к невесте кронпринца. Драма о магии чувств с Эдвардом Нортоном"
"581","3","Постучись в мою дверь","Флористка и бизнесмен изображают пару. После этой роли Керем Бюрсин стал крашем миллионов зрителей"
"71","3","Маша и Медведь","История дружбы озорной девчонки и добродушного лесного жителя. Энергичная анимация, популярная во всем мире"
"793","3","Изгой-один: Звездные войны. Истории","Повстанцы узнали, что Дарт Вейдер строит Звезду смерти. Феерический экшен-спин-офф космической саги о джедаях"
"541","3","Револьвер","Узнав формулу победы в любой игре, Джейк решает отомстить владельцу казино. Философский экшен-триллер Гая Ричи"
"703","3","Дивергент, глава 2: Инсургент","Трис восстает против бездушной системы, чтобы спасти своих близких. Фантастический боевик Роберта Швентке"
"886","3","Хоббит: Битва пяти воинств","Финал трилогии о приключениях Бильбо. Мощные баталии, музыка Говарда Шора и последняя роль Кристофера Ли"
"34","3","Пипец","Подросток в костюме супергероя выходит на улицу бороться со злом. Комедийный боевик по одноименному комиксу"
"970","3","Анастасия","Сирота узнает, что она — дочь русского императора. Завораживающе красивый мультфильм с выдающейся музыкой"
"635","3","Тайное окно","Писателя в депрессии преследует таинственный подражатель. Джонни Депп в триллере по повести Стивена Кинга"
"125","3","Шпион","Неприметная Сьюзан из ЦРУ получает первое задание. Изобретательная и дико смешная пародия на шпионские экшены"
"443","3","Форсаж: Хоббс и Шоу","Враги объединяются, чтобы спасти мир от опасного вируса. Дуэйн Джонсон и Джейсон Стэйтем в спин-оффе франшизы"
"447","3","Зверопой","Спасая театр от закрытия, коала Бастер Мун открывает новые таланты. Разношерстные артисты и почти сотня хитов"
"710","3","Красавица и чудовище","Юная Белль попадает в волшебный замок с жутким хозяином. Эмма Уотсон в киноремейке диснеевского мультфильма"
"28","3","Трансформеры: Эпоха истребления","Люди и роботы вступают в схватку с древним злом. Обновленная часть франшизы с Марком Уолбергом и динозаврами"
"711","3","Город грехов","Калейдоскоп пороков жителей злачного Бэйсин-Сити. Экспериментальный нуар по графическим романам Фрэнка Миллера"
"876","3","Призрак","Погибший авиаконструктор стал призраком, но его видит мальчик Ваня. Смешное, доброе кино с Федором Бондарчуком"
"887","3","Американская история ужасов","От призраков и ведьм до серийных убийц. Хоррор-антология Райана Мёрфи, которая стала современной классикой"
"802","3","Один день","После одной ночи вместе они встречаются каждый год 15 июля. Мелодрама о чувствах, пронесенных сквозь время"
"37","3","Притяжение","Российские военные сбивают корабль пришельца с экзопланеты. Фантастическая социальная драма Фёдора Бондарчука"
"659","3","Код Да Винчи","Профессор символогии пытается раскрыть тайны древних религиозных обществ. Том Хэнкс в детективе по Дэну Брауну"
"409","3","Плохие парни навсегда","Перед двумя копами из Майами маячит пенсия, а они так и не повзрослели. Погони, взрывы и приколы в третий раз"
"518","3","Самый пьяный округ в мире","Братья-бутлегеры незаконно гонят самогон в Америке времен Великой депрессии. Драма по сценарию Ника Кейва"
"232","3","Сонная Лощина","Нью-йоркский констебль ищет встречи с инфернальным убийцей. Тим Бёртон готично экранизирует Вашингтона Ирвинга"
"155","3","Люди Икс: Темный Феникс","Джин Грей обретает невероятную силу и становится угрозой для землян. Финал саги о Людях Икс"
"49","3","Хищник","Чокнутые военные против инопланетных охотников. Ироничное переосмысление культовой фантастической франшизы"
"851","3","Александр","Жизнь и смерть великого античного полководца. Эпические битвы, звездный состав и режиссура Оливера Стоуна"
"231","3","Джонни Д.","ФБР охотится на грабителя банков и кумира угнетенных. Впечатляющая драма о гангстерах по реальным событиям"
"451","3","Призрачный патруль","Мертвые копы ставят на место нежить загробного мира. Джефф Бриджес и Райан Рейнольдс в фантастической комедии"
"317","3","Форсаж 5","Торетто и команда планируют ограбление века. Люк Хоббс дышит им в спину. Море зрелищного экшена, погонь и драк"
"157","3","Восстание планеты обезьян","Поумневшие благодаря вирусу обезьяны начинают революцию. Первое появление Энди Серкиса в роли их вожака Цезаря"
"330","3","На игле","Шотландские маргиналы предаются саморазрушению в Эдинбурге 1990-х. Экранизация культового романа Ирвина Уэлша"
"405","3","Малефисента: Владычица тьмы","Мир фей и людей под угрозой: Малефисенту преследует коварная королева. Сиквел темной сказки с Анджелиной Джоли"
"660","3","Дневник Бриджит Джонс","Одинокая журналистка из Лондона решает изменить свою жизнь. Культовое кино, открывшее эру человечных ромкомов"
"806","3","Милые кости","Убитая маньяком девочка наблюдает с небес за жизнью близких. Сирша Ронан в экранизации бестселлера Элис Сиболд"
"897","3","Клиника","Хаотичная жизнь больницы глазами интерна-фантазера. Главный медицинский ситком нулевых"
"122","3","Мир Юрского периода","Выращенный в лаборатории особо опасный динозавр вырывается на свободу. Кровожадный аттракцион с Крисом Праттом"
"446","3","Чужие","Эллен Рипли снова в логове ксеноморфов. Вторая часть фантастической экшен-франшизы с «Оскаром» за спецэффекты"
"81","3","Мой сосед Тоторо","Сестренки знакомятся с обаятельным духом леса. История о вере в чудо, ставшая визитной карточкой студии Ghibli"
"208","3","Головоломка","Пять человеческих эмоций должны договориться и помочь девочке справиться с собой. «Оскар» за лучший мультфильм"
"907","3","Виноваты звезды","Больные раком подростки побеждают страх смерти любовью. Честная экранизация мощного литературного бестселлера"
"789","3","Метод","Чтобы остановить маньяка, нужно самому шагнуть за грань безумия. Жесткий детектив с Константином Хабенским"
"356","3","Я – начало","Ученый пытается понять, правда ли, что глаза — зеркало души. Недооцененный сай-фай с привкусом любовной драмы"
"499","3","Ученик чародея","Светлый маг узнает в парнишке Избранного, но вмешивается колдун. Зрелищная сказка с огнедышащим драконом"
"939","3","Открытие ведьм","Потомственная ведьма и вампир объединяются для изучения магии. Мистика и романтика в декорациях Оксфорда"
"137","3","Значит, война","Друзья и, по совместительству, агенты ЦРУ сражаются за сердце красавицы. Шпионский ромком с Риз Уизерспун"
"926","3","8 подруг Оушена","Дебби Оушен с командой профи виртуозно грабит бал Met Gala. Женский ответ трилогии Стивена Содерберга"
"105","3","Последний богатырь: Корень зла","Чтобы одолеть чудище, Ваня отправляется в страну мертвых. Сиквел комедийного блокбастера со сказочными героями"
"900","3","Гаттака","Человек второго сорта сражается за мечту в мире, где евгеника — норма. Шедевральная антиутопия с Итаном Хоуком"
"427","3","Соник в кино","Если надоели супергерои, берите синего ежа. На удивление удачный дебют в кино культового персонажа видеоигр"
"604","3","Полночь в Париже","Теперь Пикассо и Хемингуэй — новые приятели Гила. Драмеди о писателе-романтике, ищущем вдохновение в прошлом"
"458","3","Девять","Одушевленные тряпичные куклы пытаются вернуть жизнь на Землю. Мрачная сказка, спродюсированная Тимом Бёртоном"
"431","3","Стекло","Проблемные супергерои попадают в лечебницу для сумасшедших. Финал мрачной трилогии М. Найта Шьямалана"
"892","3","Как я встретил вашу маму","Романтик Тед с помощью друзей ищет девушку своей мечты. Один из лучших и самых трогательных ситкомов XXI века"
"151","3","Турист","Учитель оказывается в гуще охоты на загадочного преступника. Роскошный экшен с Джонни Деппом и Анджелиной Джоли"
"859","3","Как отделаться от парня за 10 дней","Бен на спор очаровывает Энди, но и она ведет двойную игру. Уморительный дуэт Кейт Хадсон и Мэттью МакКонахи"
"716","3","Невидимый гость","Адвокат Вирджиния пытается понять, виновен ли ее подзащитный. Разговорный детективный триллер из Испании"
"306","3","500 дней лета","Том и Саммер полюбили друг друга, но надолго ли? Душевный антиромком об отношениях двух молодых жителей Лос-Анджелеса"
"270","3","Тайная жизнь домашних животных 2","У Макса новая миссия — присматривать за сыном хозяйки. Продолжение мультфильма о предприимчивом псе"
"192","3","Ликвидация","Начальник одесского угрозыска наводит порядок в послевоенном городе. Детективный сериал с Владимиром Машковым"
"51","3","Гринч","Обиженный мохнатый сосед задумал оставить горожан без праздника. Рождественская анимация с рекордными сборами"
"740","3","План побега","Спец по побегам тестирует нелегальную тюрьму. Боевик с Сильвестром Сталлоне и Арнольдом Шварценеггером"
"304","3","Дом странных детей Мисс Перегрин","Мальчик ищет старый дом, о котором много слышал от деда. Недетское фэнтези Тима Бёртона с Евой Грин"
"941","3","12 обезьян","Джеймс отправляется в прошлое, чтобы спасти мир от вируса. Брюс Уиллис в философской антиутопии Терри Гиллиама"
"340","3","Битва за Севастополь","Юная Люда отправляется добровольцем на фронт. Байопик легендарной женщины-снайпера Людмилы Павличенко"
"33","3","Элизиум: Рай не на Земле","Нищая Земля бросает вызов элите на орбите. Боевик-антиутопия с Мэттом Дэймоном в традициях «Метрополиса»"
"152","3","Отличница легкого поведения","Невинная ложь превращает школьницу из невидимки в развратницу. Комедия с первой большой ролью Эммы Стоун"
"172","3","Эдвард руки-ножницы","Нежный киборг влюбляется в девушку. Готическая сказка, впервые объединившая Тима Бёртона и Джонни Деппа"
"238","3","Неадекватные люди","Виталий переезжает в Москву, чтобы начать новую жизнь. Культовый ромком Романа Каримова с хлесткими диалогами"
"156","3","Не пойман – не вор","Детектив пытается раскрыть идеальное ограбление банка. Дензел Вашингтон в криминальной драме Спайка Ли"
"169","3","Ральф","Герой восьмибитной аркады путешествует по современным гейм-хитам. Мультфильм для фанатов компьютерных игр"
"175","3","Невероятный Халк","Доктор Бэннер усмиряет в себе монстра. Фильм вселенной Marvel, в котором зеленого громилу играет Эдвард Нортон"
"764","3","28 панфиловцев","Легендарная дивизия держит героическую оборону под Москвой. Военная драма, созданная с помощью краудфандинга"
"316","3","Старикам тут не место","Наемный убийца преследует ветерана войны, укравшего деньги наркодилеров. Философский триллер братьев Коэн"
